area,bedrooms,garage,address,district,type,total
30,1,0,Rua Bento Freitas,República,Studio e kitnet,2424
32,1,0,Avenida Mutinga,Jardim Libano,Casa,1112
25,1,1,Rua Benvinda Aparecida de Abreu Leme,Santana,Studio e kitnet,2622
170,3,1,Alameda Lorena,Jardim Paulista,Apartamento,12600
28,1,0,Rua Formosa,Jardim Flor da Montanha,Apartamento,851
92,3,1,Rua Botocudos,Vila Anastácio,Casa,3635
68,1,1,Rua Taguá,Liberdade,Studio e kitnet,2102
50,2,0,Rua Haddock Lobo,Cerqueira César,Apartamento,4396
28,1,0,Rua Santos Reis,Ipiranga,Studio e kitnet,1262
24,1,0,Rua Serra de Jairé,Quarta Parada,Studio e kitnet,1920
60,3,1,Rua Crubixa,Vila Araguaia,Apartamento,2204
70,2,1,Rua Antonieta,Picanço,Apartamento,1971
35,1,1,Rua Ministro Nélson Hungria,Vila Tramontano,Apartamento,2537
38,1,1,Rua São Vicente de Paulo,Santa Cecilia,Studio e kitnet,3066
49,2,0,Rua Brigadeiro Tobias,Centro Histórico de São Paulo,Apartamento,2103
25,1,0,Rua Apiacás,Pompeia,Apartamento,4130
115,3,1,Rua Joaquim Roseira,Jardim Novo Taboao,Apartamento,5396
69,2,1,Rua Luís Góis,Mirandópolis,Apartamento,3010
35,1,0,Rua Jota Carlos,Jardim Brasil (zona Norte),Casa,842
58,2,1,Rua Francisco Valente,Jardim Ester Yolanda,Apartamento,2546
80,2,1,Rua Turiassu,Perdizes,Apartamento,7090
23,1,0,Rua Santa Maria do Cambuca,Vila Tolstoi,Studio e kitnet,883
106,2,1,Alameda Santos,Cerqueira César,Apartamento,6761
34,2,0,Avenida Cupecê,Jardim Prudência,Apartamento,2239
71,2,1,Rua Diogo Vaz,Cambuci,Apartamento,2910
70,3,2,Rua Malebranche,Jardim Vila Mariana,Apartamento,5719
50,1,0,Travessa Antônio Bernacchi,Parada Inglesa,Casa,1407
73,2,1,Rua Cristiano Viana,Cerqueira César,Apartamento,7231
50,1,0,Rua Dragões da Independência,Tucuruvi,Casa,1254
69,2,2,Rua Hercília,Vila Matilde,Casa,2731
29,1,0,Rua da Consolação,Consolação,Studio e kitnet,2228
25,1,0,Avenida Brigadeiro Luís Antônio,Bela Vista,Apartamento,3414
40,2,1,Rua Cachoeira do Arari,Vila Leonor,Apartamento,1721
65,2,1,Avenida Washington Luís,Santo Amaro,Apartamento,2964
167,2,2,Rua Imbituba,Vila Prudente,Apartamento,5445
40,1,0,Travessa Ferreira Guimarães,Vila Brasil,Casa,990
126,2,2,Rua Mil Oitocentos E Vinte E Dois,Ipiranga,Casa,4067
28,1,0,Rua dos Andradas,Santa Ifigênia,Studio e kitnet,1180
50,1,1,Rua Dom João Maria Ogno,Vila Matilde,Casa,1824
80,2,0,Alameda Itu,Jardim Paulista,Apartamento,5591
50,1,0,Avenida Carlos Ferreira Endres,Vila Endres,Apartamento,1000
130,3,2,Rua Santa Gertrudes,Chácara Santo Antônio (zona Leste),Casa,5099
62,2,1,Rua Oneyda Alvarenga,Vila da Saúde,Apartamento,2979
45,2,1,Rua José da Costa de Andrade,Cidade Líder,Apartamento,1854
71,2,0,Rua Ezequiel Freire,Santana,Apartamento,2639
53,2,1,Rua Achiles Beline,Padroeira,Apartamento,2087
412,5,2,Rua Professora Ana de Andrade Santana,Jardim Leonor,Casa,16520
135,3,1,Rua Doutor Melo Alves,Cerqueira César,Apartamento,8513
54,2,1,Rua Cananéia,Jardim Sílvia,Apartamento,2518
65,2,1,Avenida Doutor Cardoso de Melo,Vila Olímpia,Apartamento,5611
35,2,0,Rua Amandaú,Tucuruvi,Apartamento,2976
71,2,1,Rua das Uvaias,Vila da Saúde,Apartamento,4043
95,3,2,Rua Marialva,Cidade Patriarca,Casa,3502
580,5,5,Rua Itatinga,Pacaembu,Casa,12180
35,1,0,Rua Maragojipe,Vila Antonina,Apartamento,1322
109,3,0,Rua Bela Cintra,Consolação,Apartamento,12070
200,2,1,Rua Afonso de Freitas,Paraíso,Apartamento,7929
50,2,2,Avenida Rio de Janeiro,Vila Bremen,Apartamento,1750
78,3,2,Rua Santa Leocádia,Vila Isolina Mazzei,Apartamento,3400
80,2,1,Rua Gomes Nogueira,Ipiranga,Casa,2440
45,2,1,Rua Firmiano Cardoso,Chácara Cruzeiro do Sul,Apartamento,1853
65,1,2,Rua Manoel Simões,Jardim Sao Saverio,Casa,1720
50,1,0,Rua Arnaldo Alvernaz Nunes,Jardim Sao Jose,Casa,1025
25,1,0,Rua Turiassu,Perdizes,Studio e kitnet,3947
100,3,1,Rua Belfort Matos,Vila Constança,Casa,2710
30,1,0,Rua Luiz Antônio Gonçalves,Vila Campanela,Studio e kitnet,1248
57,2,1,Rua Achiles Belline,Padroeira,Apartamento,2284
28,1,0,Avenida São João,República,Studio e kitnet,1493
70,3,1,Rua Coronel Rodovalho,Penha de França,Apartamento,3272
54,2,1,Rua Joaquim Antunes,Pinheiros,Apartamento,6343
40,1,0,Rua Joel Jorge de Melo,Vila Mariana,Casa,2214
60,1,0,Avenida Antônio Manograsso,Vila Formosa,Casa,1193
115,2,2,Rua Angatuba,Vila Sao Pedro,Casa,4335
74,2,0,Rua Emília Marengo,Vila Regente Feijó,Apartamento,3075
43,1,1,Rua Marquesa de Santos,Vila Dom Pedro I,Studio e kitnet,3293
20,1,0,Rua Isabel Dias,Mooca,Apartamento,1611
28,1,0,Avenida da Liberdade,Liberdade,Studio e kitnet,4438
45,2,1,Rua Glicerio,Liberdade,Apartamento,3283
100,2,2,Rua João de Sousa Dias,Campo Belo,Apartamento,6325
69,2,1,Rua Américo Samarone,Vila Moinho Velho,Apartamento,2937
80,2,1,Rua Guaravera,Vila Domitila,Casa,2085
87,3,1,Rua Soldado Thomás Antônio Machado,Vila Esplanada,Casa,2016
270,4,4,Rua Doutor James Ferraz Alvim,Vila Suzana,Apartamento,13390
60,2,1,Alameda dos Guaiós,Planalto Paulista,Apartamento,5301
92,2,1,Rua Amaral Gurgel,Centro,Apartamento,3426
58,3,1,Rua Pernambucana,Conceição,Apartamento,2599
48,1,1,Rua Pais de Araújo,Itaim Bibi,Apartamento,5394
122,3,1,Avenida Aprígio Bezerra da Silva,Chácara Agrindus,Apartamento,4364
41,2,1,Rua Embaúba,Vila Sacadura Cabral,Apartamento,1458
95,3,3,Rua Diamante Preto,Vila Gomes Cardim,Apartamento,6239
49,2,1,Rua Alexandre Benois,Vila Andrade,Apartamento,3462
134,3,2,Rua Doutor Clementino,Belenzinho,Apartamento,11200
37,1,0,Rua Rei Alberto,Parque Edu Chaves,Casa,990
50,1,1,Praça Barão de Itaqui,Vila Gomes Cardim,Apartamento,3435
66,2,2,Rua Desembargador Dalmo do Valle Nogueira,Vila Suzana,Apartamento,4132
140,3,3,Rua Cataguás,Vila Congonhas,Apartamento,8274
35,1,1,Rua Il Sogno Di Anarello,Vila Mariana,Apartamento,3804
80,2,1,Rua André Natale,Jardim Popular,Casa em condomínio,2220
122,4,2,Rua Pantaleão Brás,Jardim Ester,Casa,8919
80,1,1,Rua Dom Paulo Pedrosa,Real Parque,Apartamento,4206
63,1,2,Rua Urano,Aclimação,Apartamento,4961
30,1,0,Rua Miguel Rachid,Vila Paranagua,Apartamento,1047
20,1,0,Rua Oscar Freire,Pinheiros,Apartamento,4395
62,1,1,Rua Marquês de Itu,Vila Buarque,Apartamento,3834
39,2,1,Avenida Cangaíba,Cangaíba,Apartamento,1482
25,1,0,Avenida Cásper Líbero,Centro,Studio e kitnet,2571
64,2,1,Rua Rússia,Vila Santa Luzia,Apartamento,3025
32,1,0,Avenida Vila Ema,Vila Ema,Apartamento,1640
72,2,1,Rua Antônio Píres,Vila Albertina,Apartamento,3801
35,1,0,Praça Princesa Isabel,Santa Cecilia,Apartamento,1829
80,2,1,Rua Charles Darwin,Vila Santa Catarina,Apartamento,2276
134,2,2,Avenida Ômega,Empresarial 18 do Forte,Apartamento,14320
120,2,2,Rua Frei Caneca,Consolação,Apartamento,5747
70,3,1,Rua Poetisa Colombina,Jardim Bonfiglioli,Apartamento,4716
69,2,1,Alameda Lorena,Jardim Paulista,Apartamento,5280
110,1,1,Rua Zurich,Suiço,Casa,2092
42,2,1,Rua Teodoro Sampaio,Pinheiros,Apartamento,3251
32,1,1,Rua Paris,Sumaré,Studio e kitnet,3854
74,3,2,Rua Descampado,Vila Vera,Apartamento,4913
65,1,1,Rua Henrique Fausto Lancelotti,Vila Congonhas,Apartamento,4329
85,2,1,Rua Antônio Artoni,Vila Vera,Casa,2177
280,3,2,Rua Heitor Ariente,Vila Sonia,Casa,4210
74,2,1,Rua Gomes de Carvalho,Vila Olímpia,Apartamento,4476
37,1,1,Rua Major Diogo,Bela Vista,Apartamento,3578
40,1,0,Rua Caparaó,Vila Formosa,Casa,1251
140,2,1,Rua Egeu,Jardim Regina Alice,Casa,2373
79,3,1,Rua Marselha,Jaguaré,Apartamento,2984
175,3,3,Rua Nestor Teixeira Forte,Tucuruvi,Casa,5308
112,3,1,Rua Ângelo Sangirardi,Jardim Palmares (zona Sul),Casa,3075
20,1,0,Rua Professor Ari Bouzan,Butantã,Studio e kitnet,937
53,1,0,Rua Glicério,Liberdade,Apartamento,1458
15,1,1,Rua Doutor Alvares Teixeira,Jardim Tango,Casa,15640
35,1,1,Avenida Jabaquara,Mirandópolis,Apartamento,2597
40,1,0,Rua Antônio Clemente,Jardim Sao Paulo(zona Norte),Apartamento,1989
43,2,1,Avenida Brigadeiro Faria Lima,Cocaia,Apartamento,2158
72,2,1,Rua João Francisco de Moura,Vila Campo Grande,Apartamento,2764
83,3,2,Rua Pereira Barreto,Santo Amaro,Apartamento,6017
260,3,3,Rua Joaquim Ferreira,Água Branca,Apartamento,15540
122,3,2,Alameda Terras Altas,Tamboré,Apartamento,8828
45,1,0,Rua Pedro de Castro Velho,Jardim Iva,Casa,1014
39,1,1,Rua Coronel Jordão,Vila Guilherme,Apartamento,2841
38,1,0,Rua Juquis,Indianópolis,Apartamento,3477
25,1,0,Rua Marcelo Muller,Jardim Independência,Studio e kitnet,758
37,1,2,Rua Janguruçu,Parque da Mooca,Studio e kitnet,2318
87,3,2,Rua Bárbara Heliodora,Vila Romana,Apartamento,5356
65,2,1,Rua Doutor Nicolau Alberto Defina,Jardim da Saúde,Apartamento,1949
362,5,3,Rua Afonso de Oliveira Santos,Vila Suzana,Apartamento,8582
34,1,1,Avenida Amador Bueno da Veiga,Penha de França,Apartamento,2214
50,1,1,Rua Doutor Luiz Migliano,Jardim Caboré,Apartamento,4886
37,1,1,Rua Gerivatiba,Butantã,Apartamento,6528
70,1,0,Rua Municipal,Fundação,Casa,1563
169,3,3,Rua Turiassu,Perdizes,Apartamento,19900
55,2,0,Avenida Jardim Japão,Jardim Brasil,Apartamento,1194
95,3,1,Avenida Cásper Líbero,Vila Osasco,Apartamento,2296
60,1,0,Rua Oratório,Jardim Sônia Maria,Casa,1599
200,4,6,Rua Agudos Grandes,Vila Gustavo,Casa,5406
79,3,1,Rua Sapetuba,Butantã,Apartamento,7285
50,2,1,Rua Cuiabá,Vila Alzira,Apartamento,2603
35,1,0,Rua Tenente Otávio Gomes,Aclimação,Apartamento,1331
275,4,3,Avenida Ireré,Planalto Paulista,Casa,12840
80,3,1,Rua Itapiru,Vila da Saúde,Apartamento,4576
59,2,1,Rua Dona Tecla,Jardim Flor da Montanha,Apartamento,3606
100,3,1,Rua Doutor Plínio Barreto,Bela Vista,Apartamento,3574
39,1,1,Rua Dois de Julho,Ipiranga,Apartamento,2991
160,3,3,Rua Demóstenes,Campo Belo,Apartamento,9168
166,3,3,Rua Roma,Lapa,Apartamento,14550
104,3,1,Rua Nazaré Paulista,Vila Madalena,Apartamento,6975
217,3,4,Rua Doutor Miranda de Azevedo,Vila Anglo Brasileira,Casa,15100
50,2,1,Rua Santa Leocádia,Vila Isolina Mazzei,Casa em condomínio,2081
64,2,1,Rua da Consolação,Consolação,Apartamento,6029
33,1,0,Avenida Benigno Carrera,Vila Campestre,Studio e kitnet,1454
41,1,0,Rua Rego Freitas,República,Studio e kitnet,3299
100,2,1,Rua Alambique,Vila Gustavo,Apartamento,1795
91,3,2,Rua Carmo do Rio Verde,Jardim Caravelas,Apartamento,6729
40,1,0,Rua Comendador Armando Pereira,Parque Casa de Pedra,Casa em condomínio,1189
20,1,0,Rua Francisca Miquelina,Bela Vista,Studio e kitnet,2096
64,2,1,Rua Domingos de Santa Maria,Vila Guarani (z Sul),Apartamento,2940
140,3,2,Avenida Marcos Penteado de Ulhoa Rodrigues,Tamboré,Apartamento,8033
45,1,0,Rua José de Oliveira,Parque Peruche,Apartamento,1486
58,1,1,Rua Francisco Leitão,Pinheiros,Apartamento,5667
43,1,1,Rua do Paraíso,Paraíso,Apartamento,4450
70,2,0,Rua Rainha Vitória Eugênia,Vila Campestre,Casa,1522
40,1,0,Rua Fernão Albernaz,Vila Nova Savoia,Casa em condomínio,1165
28,1,0,Rua Joaquim Floriano,Itaim Bibi,Apartamento,5873
27,1,0,Rua Vinte E Oito de Setembro,Vila Dom Pedro I,Studio e kitnet,2256
200,2,2,Rua Doutor José de Andrade Figueira,Vila Suzana,Apartamento,5112
60,2,1,Rua Santa Marcela,Jardim Roberto,Apartamento,2231
161,3,4,Rua Monte Aprazível,Vila Nova Conceição,Apartamento,19850
60,2,2,Rua Cônego José Norberto,Vila Brasílio Machado,Apartamento,3957
61,2,2,Rua Doutor Maurício de Lacerda,São Judas,Apartamento,3628
40,1,0,Rua Baía Grande,Vila Alpina,Casa,1067
40,1,0,Rua Forte da Barra,Jardim Santa Efigenia,Casa,1188
70,2,0,Rua Silvino de Godoy,Jardim Cidade Pirituba,Casa,1721
40,1,0,Avenida Brigadeiro Luís Antônio,Bela Vista,Apartamento,2577
50,2,1,Avenida João de Barros,Socorro,Apartamento,3562
217,3,5,Rua Paiaguás,Vila Congonhas,Apartamento,22640
111,3,2,Rua Percílio Neto,Vila Gumercindo,Apartamento,16290
26,1,0,Rua Mil Oitocentos E Vinte E Dois,Ipiranga,Casa,1283
250,4,2,Rua Justino Nigro,Interlagos,Casa,4900
62,2,0,Rua Susana Rodrigues,Santo Amaro,Apartamento,2096
180,3,2,Rua Coronel Meireles 462 Casa 11 Penha Vila Lais,Vila Laís,Casa em condomínio,4122
35,1,1,Avenida Nove de Julho,Bela Vista,Apartamento,6120
120,2,1,Rua Guilherme Asbahr Neto,Chácara Monte Alegre,Casa,4816
29,1,1,Rua Pedroso Alvarenga,Itaim Bibi,Studio e kitnet,6404
338,4,3,Rua Joaquim José Esteves,Santo Amaro,Apartamento,24540
43,2,0,Rua Fani Lerner,Parque Nações Unidas,Apartamento,1402
45,1,0,Avenida Marechal Eurico Gaspar Dutra,Santana,Casa,1226
240,3,4,Rua Chamantá,Vila Prudente,Casa,4086
36,1,0,Rua Guaperuvu,Vila Aricanduva,Apartamento,1501
26,1,0,Rua Engenheiro Bianor,Butantã,Apartamento,3738
69,2,1,Rua São Diogo,Vila Araguaia,Casa em condomínio,2293
70,2,1,Alameda Joaquim Eugênio de Lima,Jardim Paulista,Apartamento,5601
135,3,2,Rua Fradique Coutinho,Pinheiros,Apartamento,10130
62,2,0,Rua Marcelo Homem de Melo,Quarta Parada,Casa,2594
58,2,1,Rua Alves Guimarães,Pinheiros,Apartamento,6147
58,2,1,Avenida Amador Bueno da Veiga,Penha de França,Apartamento,3476
26,1,0,Avenida Vila Ema,Vila Ema,Apartamento,2012
125,3,2,Rua Oliveira Alves,Ipiranga,Apartamento,8070
34,2,0,Rua Antônio de Barros,Vila Carrão,Apartamento,1768
60,3,1,Avenida Joaquina Ramalho,Vila Guilherme,Apartamento,3845
70,3,1,Rua São João Batista,Cambuci,Apartamento,2844
109,3,2,Rua Luiz Seráphico Júnior,Jardim Caravelas,Apartamento,8084
19,1,0,Rua Ouvidor Portugal,Vila Monumento,Studio e kitnet,1126
60,2,1,Rua Emília Marengo,Vila Regente Feijó,Apartamento,3044
50,1,1,Rua Campos Bicudo,Jardim Europa,Studio e kitnet,5415
125,4,2,Rua Daniel José Pereira,Rio Pequeno,Casa em condomínio,4334
98,2,0,Rua Tabatinguera,Sé,Apartamento,3250
72,2,1,Rua Guararapes,Brooklin Paulista,Apartamento,5187
37,1,0,Rua Leôncio da Costa Vieira,Jardim Piqueroby,Apartamento,1428
37,1,0,Rua Doutor Penaforte Mendes,Bela Vista,Studio e kitnet,2539
90,2,1,Rua Matias Pacheco,Vila Palmeiras,Casa,2189
122,2,0,Rua Caconde,Jardim Paulista,Apartamento,5114
36,1,0,Rua Engenheiro Jean Buff,Jardim Paraíso,Apartamento,2119
100,2,2,Rua Camé,Mooca,Apartamento,4557
22,1,0,Rua Francisco Alves,Vila Romana,Casa,1124
60,2,1,Rua Palacete das Águias,Vila Alexandria,Apartamento,3130
36,1,0,Rua José Getúlio,Liberdade,Apartamento,2911
30,1,1,Rua José Teles da Conceição,Cipava,Studio e kitnet,1038
68,2,1,Rua Ibitirama,Vila Prudente,Apartamento,2176
110,3,1,Rua Santa Justina,Vila Olímpia,Apartamento,5409
260,4,3,Rua Antônio Gebara,Planalto Paulista,Casa,9823
54,2,1,Rua Taubaté,Vila Fernandes,Apartamento,3172
39,1,1,Praça da República,República,Studio e kitnet,2896
38,2,0,Rua Alexandrino da Silveira Bueno,Cambuci,Apartamento,2068
74,1,0,Rua Antônio Benedito Machado Florence,Jardim Cidade Pirituba,Casa,1668
216,3,4,Rua São José,Santo Amaro,Apartamento,9954
27,1,1,Rua Maria Carolina,Jardim Paulistano,Studio e kitnet,5779
300,3,3,Rua Luciano Fernandes,Jardim Divinolandia,Casa,2584
51,2,1,Rua Lucrécia Maciel,Jabaquara,Apartamento,3555
250,3,1,Rua Primeira Cruz,Parque Independencia,Casa,2403
46,1,0,Largo São José do Maranhão,Maranhão,Casa,1843
35,1,0,Avenida Padres Olivetanos,Vila Esperança,Apartamento,1497
344,4,4,Alameda das Camélias,Alphaville,Casa em condomínio,13640
175,3,3,Vespasiano,Vila Romana,Casa,7870
34,1,0,Rua Tabatinguera,Liberdade,Apartamento,1381
212,3,2,Avenida Ômega,Melville Empresarial Ii,Apartamento,17610
150,3,0,Rua Domingos Fasolari,Casa Verde,Casa,3314
125,2,3,Avenida Nova Independência,Brooklin,Apartamento,11960
80,2,1,Rua Cajaíba,Pompeia,Apartamento,3924
47,1,2,Rua Bonnard,Alphaville Empresarial,Apartamento,3900
275,4,3,Rua Karl Czernick,Santo Amaro,Casa,6024
50,2,1,Rua Major Dantas Cortez,Vila Gustavo,Apartamento,2371
131,4,3,Rua Cupiara,Vila Santa Clara,Casa,3398
37,1,1,Rua Comendador Miguel Calfat,Vila Nova Conceição,Apartamento,3990
104,3,1,Rua Paraíba do Sul,Vila Rosália,Casa,2160
52,1,1,Rua Vieira de Morais,Campo Belo,Studio e kitnet,5149
100,3,1,Rua Mario Amaral,Paraíso,Apartamento,8899
51,1,1,Avenida Ômega,Melville Empresarial I E Ii,Apartamento,4322
180,3,2,Rua Caetanos,Vila Regente Feijó,Casa,8472
36,1,1,Rua Pascal,Campo Belo,Studio e kitnet,3999
35,1,0,Rua Cambembé,Cidade Mãe do Céu,Casa,1863
72,2,0,Avenida Lacerda Franco,Cambuci,Apartamento,3082
64,2,1,Avenida Ítalo Brasileiro Piva,Picanço,Apartamento,5174
80,2,1,Praça Visconde de Sousa Fontes,Parque da Mooca,Apartamento,5002
58,1,1,Rua Domingos Lopes da Silva,Vila Suzana,Apartamento,4331
42,1,1,Rua Estado de Israel,Vila Clementino,Apartamento,2455
30,1,0,Largo do Arouche,República,Apartamento,2627
232,4,2,Rua Henri Dunant,Santo Amaro,Casa,11190
34,1,1,Rua Eugênio de Medeiros,Pinheiros,Apartamento,5677
59,2,1,Rua Doutor Alfredo de Castro,Barra Funda,Apartamento,4224
107,3,1,Alameda Jaú,Jardim Paulista,Apartamento,9022
110,3,2,Rua Costa Aguiar,Ipiranga,Casa,5993
29,1,0,Rua Josef Kryss,Parque Industrial Tomas Edson,Apartamento,2206
30,1,1,Alameda Jaú,Jardim Paulista,Studio e kitnet,4387
49,2,1,Rua Alfredo Jorel,Jardim Celeste,Apartamento,2280
70,2,0,Rua Verônica,Vila dos Andrades,Casa em condomínio,1472
32,1,1,Rua Doutor Albuquerque Lins,Santa Cecilia,Apartamento,3903
65,2,1,Rua Simão de Toledo Piza,Vila Libanesa,Casa,1844
24,1,0,Rua dos Estudantes,Sé,Studio e kitnet,2028
22,1,0,Rua Nossa Senhora da Saúde,Jardim Previdencia,Casa,1263
130,2,2,Rua Michigan,Cidade Monções,Apartamento,16270
25,1,0,Rua Florindo Braglia,Jardim São Paulo(zona Norte),Casa em condomínio,1622
32,1,1,Alameda Eduardo Prado,Campos Elíseos,Studio e kitnet,1714
140,3,3,Rua René Zamlutti,Jardim Vila Mariana,Apartamento,6701
51,2,1,Avenida Lacerda Franco,Cambuci,Apartamento,3640
43,2,2,Av Leonardo da Vinte,Vila Nogueira,Apartamento,3341
50,1,0,Rua Comendador Armando Pereira,Parque Casa de Pedra,Casa em condomínio,1063
53,2,1,Rua Cipriano Barata,Ipiranga,Apartamento,3563
55,2,1,Avenida Yervant Kissajikian,Vila Constança,Apartamento,2221
25,1,0,Rua Girassol,Vila Madalena,Apartamento,3508
39,2,0,Rua Martim Burchard,Brás,Apartamento,2993
70,2,0,Rua Paulo Vidigal Vicente de Azevedo,Vila Siqueira (zona Norte),Apartamento,2812
96,2,2,Avenida Mofarrej,Vila Leopoldina,Apartamento,7795
50,2,0,Rua Agostinho Beltrano,Tremembé,Casa,915
145,3,2,Rua João Perestrello,Vila Nova Mazzei,Casa,3154
70,2,1,Avenida Belisário Pena,Vila Maria Alta,Apartamento,3131
82,2,2,Rua João Antônio de Oliveira,Mooca,Apartamento,5570
30,1,1,Avenida Sanatório,Jardim Modelo,Casa,1114
4,1,0,Travessa Santa Filomena,Vila Campo Grande,Casa,641
100,2,3,Rua dos Macaxás,Vila Nair,Casa,3863
30,1,0,Avenida Professor José Maria Alkmin,Jardim Ester,Casa,1251
42,1,1,Avenida São João,Santa Cecília,Studio e kitnet,2354
45,1,1,Rua Coronel Luís de Faria E Sousa,Vila do Encontro,Casa,1765
33,1,0,Avenida Rangel Pestana,Jardim Brasília (zona Norte),Apartamento,2273
77,2,2,Rua Amaral Gama,Santana,Apartamento,5374
80,3,2,Avenida Flora,Jaguaribe,Apartamento,2744
25,1,0,Rua Caetano Pinto,Brás,Apartamento,1267
340,4,3,Rua Joaquim José Esteves,Santo Amaro,Apartamento,18890
48,2,1,Rua Giacomo Cozarelli,Vila Santa Teresa (zona Sul),Apartamento,1523
70,1,0,Rua das Gamboas,Vila Mazzei,Casa,1303
31,1,0,Rua Torres da Barra,Água Branca,Apartamento,2129
35,1,0,Rua Hassib Mofarrej,Vila Leopoldina,Studio e kitnet,3208
70,2,1,Rua Joaquim Távora,Vila Mariana,Apartamento,5027
76,2,1,Rua Itajaí,Mooca,Apartamento,5612
64,3,1,Rua Doutor Laerte Setúbal,Vila Suzana,Apartamento,4195
56,2,1,Avenida Itaberaba,Nossa Senhora do Ó,Apartamento,2918
83,2,1,Avenida Divino Salvador,Planalto Paulista,Casa,4197
178,3,4,Rua Pontins,Santana,Apartamento,10920
27,1,0,Avenida Rubem Berta,Indianópolis,Studio e kitnet,3998
100,3,2,Rua Benjamin Costa,Jardim Aeroporto,Casa,3961
120,2,2,Rua Chafic Maluf,Santo Amaro,Casa,5977
42,1,1,Rua Genebra,Bela Vista,Studio e kitnet,5284
52,1,2,Rua Capote Valente,Pinheiros,Apartamento,5820
42,2,1,Rua Franklin do Amaral,Imirim,Apartamento,2345
52,2,0,Rua Augusta,Consolação,Apartamento,3683
101,3,2,Rua Vitória Régia,Campestre,Apartamento,5215
80,2,1,Rua Nelson Gama de Oliveira,Vila Andrade,Apartamento,4195
125,3,5,Rua Jose Ferreira Brandao,Jardim do Papai,Casa,3898
24,1,0,Rua Stela Marina,Brooklin Paulista,Studio e kitnet,3567
51,2,1,Rua João Avelino Pinho Mellão,Paraisópolis,Apartamento,3236
40,2,1,Rua Taquarituba,Jabaquara,Casa,1042
35,1,1,Rua Atuaí,Vila Esperança,Studio e kitnet,2182
89,2,2,Rua Jaboticabal,Vila Bertioga,Apartamento,4470
42,2,1,Rua Doutor Fleury Silveira,Vila Santa Maria,Apartamento,2109
70,2,1,Avenida Professora Ida Kolb,Jardim das Laranjeiras,Apartamento,3558
36,1,0,Praça Doutor Mário Margarido,Liberdade,Studio e kitnet,1274
45,1,1,"Rua Haddock Lobo, 804",Cerqueira César,Apartamento,5143
110,2,1,Rua José Maria Lisboa,Jardim Paulista,Apartamento,14600
30,1,0,Rua Santo Amaro,Bela Vista,Apartamento,1983
45,2,0,Rua Martim Burchard,Brás,Apartamento,2048
33,1,0,Rua Domingos Maza,Vila Boacava,Casa em condomínio,1147
35,1,0,Alameda Barros,Santa Cecilia,Apartamento,2519
35,1,1,Rua Carolina Soares,Vila Diva (zona Norte),Apartamento,2914
40,1,0,Avenida José Joaquim Seabra,Jardim Ivana,Studio e kitnet,1211
41,1,1,Rua Doutor Penaforte Mendes,Bela Vista,Apartamento,4278
33,1,0,Rua Major Quedinho,República,Apartamento,1607
25,1,0,Rua Ministro Godói,Perdizes,Apartamento,3494
81,2,1,Rua das Flechas,Vila Santa Catarina,Apartamento,7703
90,1,0,Rua Doutor Mário Ferraz,Jardim Europa,Apartamento,11560
36,1,1,Rua Janguruçu,Parque da Mooca,Studio e kitnet,2485
77,2,1,Alameda Franca,Jardim Paulista,Apartamento,6653
106,3,2,Rua Doutor Antônio Bento,Santo Amaro,Apartamento,8572
220,4,6,Rua dos Comerciários,Cidade Vargas,Casa,10930
48,2,1,Avenida Doutor Washington Luíz,Rudge Ramos,Apartamento,2129
65,2,2,Avenida Lins de Vasconcelos,Vila Mariana,Apartamento,5451
64,3,1,Avenida Raimundo Pereira de Magalhães,Jardim Íris,Apartamento,3758
44,1,1,Rua dos Jacintos,Mirandópolis,Apartamento,2809
230,4,5,Rua Gregório Zucchini,Jardim Olympia,Casa em condomínio,5957
109,3,2,Rua Domingos Fasolari,Casa Verde,Apartamento,8620
45,2,1,Rua do Oratório,Mooca,Apartamento,3138
65,1,1,Rua Sebastião Gonçalves Silva,Casa Verde,Casa,1647
325,4,4,Rua Pereira Leite,Alto de Pinheiros,Casa,12610
50,2,0,Rua Abílio Pedro Ramos,Vila Nilo,Casa,1093
35,1,0,Rua Professor Raul Briquet,Vila Libanesa,Casa,1122
149,3,2,Rua Senador César Lacerda Vergueiro,Sumarezinho,Apartamento,16080
