address,district,area,bedrooms,garage,type,rent,total
Rua Abílio Soares,Paraíso,168,4,3,Apartamento,12500,16510
Rua Professor Oliveira Fausto,Alto da Mooca,230,4,2,Casa,5700,5942
Rua Mil Oitocentos E Vinte E Dois,Ipiranga,30,1,0,Casa,1250,1353
Rua Santo Amaro,Bela Vista,116,2,1,Apartamento,6000,6932
Rua Avelino Lopes,Centro,33,1,0,Apartamento,1650,1875
Rua Pires de Almeida,Vila Pita,50,2,1,Apartamento,1400,2149
Rua Antônio de Macedo Soares,Campo Belo,50,1,1,Apartamento,3350,4029
Rua Manifesto,Ipiranga,22,1,0,Studio e kitnet,1100,1205
Rua Colônia da Glória,Vila Mariana,150,3,2,Apartamento,5350,8015
Rua Debret,Vila São José,50,1,0,Studio e kitnet,1800,2289
Rua Conselheiro Ramalho,Bela Vista,56,1,0,Apartamento,2100,2631
Rua Charles Chaplin,Vila Suzana,205,4,5,Apartamento,12180,13950
Rua Arnaldo Cintra,Vila Moreira,47,2,1,Apartamento,5000,5643
Rua Assuero Roque,Vila Roque,35,1,0,Apartamento,1300,1344
Rua Paim,Bela Vista,34,1,1,Studio e kitnet,2500,3247
Rua Conselheiro Nébias,Campos Elíseos,45,1,0,Apartamento,4500,5154
Rua Leôncio da Costa Vieira,Jardim Piqueroby,45,2,0,Apartamento,3100,3350
Rua Antônio Cardoso,Jardim Terezópolis,90,2,1,Casa,1400,1500
Rua Doutor Cândido Espinheira,Perdizes,200,3,1,Casa,5720,6413
Rua Doutor Amando Franco Soares Caiuby,Parque Bairro Morumbi,200,4,3,Apartamento,4000,7002
Rua Abílio Barbosa Lima,Jardim Ester Yolanda,156,4,1,Casa,3900,4165
Rua Lucinda Rabêlo,Vila Milton,57,1,1,Apartamento,1200,1597
Rua Coronel Diogo,Jardim Glória,55,2,1,Apartamento,2800,3828
Avenida Fortaleza da Conceição,Vila Costa Melo,43,2,0,Apartamento,1700,1933
Rua Doutor Carlos Guimarães,Catumbi,30,1,0,Casa,900,938
Avenida Doutor Guilherme Dumont Vilares,Jardim Londrina,71,3,1,Apartamento,2000,2895
Rua Almirante Marques de Leão,Bela Vista,30,1,0,Apartamento,2400,2436
Rua Brentano,Vila Leopoldina,64,3,1,Apartamento,2898,3840
Rua Doutor Zuquim,Santana,35,1,1,Apartamento,1608,2450
Rua Doutor Djalma Pinheiro Franco,Vila Santa Catarina,75,2,1,Apartamento,1600,2534
"R. Evans, São Paulo - Sp, 03648-020, Brasil",Vila Matilde,49,2,0,Apartamento,2500,2746
Rua Álvaro Guimarães,Bela Vista,40,1,1,Studio e kitnet,3700,5172
Rua Doutor Vicente Giacaglini,Vila Bela,31,2,1,Apartamento,1975,2252
Rua Aurora,República,35,1,0,Studio e kitnet,2500,3549
Rua Engenheiro Jorge Oliva,Vila Mascote,213,5,2,Casa,6560,7205
Rua Gabriel dos Santos,Santa Cecília,62,2,2,Apartamento,2840,4495
Rua Emílio do Lago,Jardim Vila Formosa,140,3,2,Casa,2750,2906
Rua Japurá,República,99,2,1,Apartamento,1940,2948
Rua Luiz Antônio Gonçalves,Vila Campanela,40,1,0,Studio e kitnet,1200,1457
Rua Toledo Barbosa,Belenzinho,52,2,0,Apartamento,2100,2430
Rua Antônio Canero,Mooca,220,4,3,Casa,3670,3987
Praça Alberto Lion,Cambuci,40,2,0,Apartamento,2300,2834
Avenida Giovanni Gronchi,Vila Andrade,83,2,2,Apartamento,3200,4435
Rua Arco-verde,Vila Guilhermina,100,3,2,Casa,2400,2602
Rua Xiró,Jardim das Laranjeiras,47,2,1,Apartamento,1650,2441
Rua Azevedo Soares,Vila Gomes Cardim,172,3,3,Apartamento,12000,14970
Rua Vereador Pedro Brasil Bandecchi,Vila Amélia,62,1,0,Apartamento,1200,1797
Rua Pires de Campos,Alto da Mooca,33,1,1,Apartamento,2250,2787
Avenida Rio de Janeiro,Vila Bremen,54,2,1,Apartamento,1190,1649
Rua Aléssio de Paolis,Vila do Castelo,130,2,1,Casa em condomínio,2076,2879
Rua Bela Cintra,Consolação,45,1,1,Apartamento,2443,3017
Rua Doutor Alcídes da Costa Vidigal,Centro,150,2,2,Casa,4150,4499
Rua Manuel Jacinto,Vila Morse,385,3,3,Casa,8000,9207
Rua Dom Lúcio de Sousa,Vila Gumercindo,120,2,2,Casa,3200,3527
Rua Serra de Jairé,Quarta Parada,37,2,0,Apartamento,2200,2678
Rua João José Pacheco,Jardim Vila Mariana,22,0,0,Studio e kitnet,2200,2808
Avenida Mazzei,Vila Nova Mazzei,16,1,0,Casa,930,970
Rua Herculano de Freitas,Bela Vista,32,1,0,Apartamento,3150,3721
Rua Glória do Goitá,Vila Independencia,25,1,0,Apartamento,1300,1620
Rua Mauá,Centro,59,1,0,Apartamento,1200,1716
Rua Esmeraldino Cavalcanti Torres,Vila Isolina Mazzei,30,1,0,Casa em condomínio,1420,1595
Avenida Prestes Maia,República,37,1,0,Apartamento,1700,2559
Rua Itararé,Vila Alzira,130,2,1,Apartamento,2300,2523
Rua Tabapuã,Itaim Bibi,121,3,0,Apartamento,3702,4774
Rua Padre Lebret,Jardim Leonor,61,2,1,Apartamento,4900,6183
Rua Professor Tranquilli,Vila Mariana,78,3,2,Apartamento,8000,9624
Rua Dona Vitória Speers,Vila Formosa,80,3,0,Casa,2000,2285
Rua Professor Egas Moniz,Jardim Londrina,501,5,5,Casa,13820,15410
Rua Doutor Jesuíno Maciel,Campo Belo,64,2,1,Apartamento,2350,3592
Avenida Parkinson,Alphaville Empresarial,98,2,2,Apartamento,7500,9240
Rua Dom Carlos Gouveia,Vila Continental,110,4,4,Casa,4500,4691
Rua Umburetama,Ipiranga,70,2,1,Casa,1950,1983
Alameda Barão de Limeira,Santa Efigênia,90,3,0,Apartamento,2000,2477
Rua Poetisa Colombina,Jardim Bonfiglioli,80,3,2,Apartamento,3200,4665
Rua Chile,Vila Santa Luzia,40,1,0,Studio e kitnet,1300,1350
Avenida Leôncio de Magalhães,Jardim São Paulo,38,1,1,Studio e kitnet,1890,2310
Viaduto Nove de Julho,Centro,51,1,0,Apartamento,1161,1845
Rua Marc Chagall,Água Branca,108,3,2,Apartamento,7500,9310
Rua Alsácia,Jardim Aeroporto,150,3,2,Casa,3800,3961
Avenida Estados Unidos,Parque das Nações,50,2,1,Apartamento,1980,2552
Rua Aurora,Santa Efigênia,70,1,0,Apartamento,1650,2273
Avenida Celso Garcia,Tatuapé,80,3,2,Apartamento,2800,3785
Avenida Júlio Prestes,Vila Galvão,65,2,1,Apartamento,1500,2110
Rua dos Carmelitas,Sé,41,1,0,Apartamento,868,1358
Rua Antônio Júlio dos Santos,Morumbi,55,2,1,Apartamento,1454,2019
Rua Adolfo Reile,Jardim Celeste,63,3,1,Apartamento,2500,3396
Rua Dom José Maurício,Carandiru,45,1,0,Apartamento,1190,1452
Rua Antônio Dias da Silva,Vila Amalia (zona Norte),100,3,1,Casa,3500,3697
Rua Francisco Foot,Jd Tranquilidade ,48,2,1,Apartamento,1100,1302
"Alameda Jaú - Jardim Paulista, São Paulo - Sp, Brasil",Jardim Paulista,156,3,3,Apartamento,11250,16390
Rua Manuel Cueva,Jardim Satelite,28,1,0,Casa,950,990
Rua Epaminondas Melo do Amaral,Sítio do Mandaqui,59,2,2,Apartamento,1550,2393
Rua Doutor Diogo de Faria,Vila Clementino,167,4,1,Apartamento,2900,5087
Rua Evaldo Calabrez,Vila Princesa Isabel,50,2,0,Casa,800,874
Rua Guaçui,Alto da Mooca,200,3,3,Casa,6750,7336
Rua Branco de Araújo,Chácara Santo Antônio (zona Sul),193,3,1,Casa,3500,3558
Rua José Soares de Azevedo,Vila Santa Luzia,30,1,0,Studio e kitnet,750,853
Rua Isidoro Favaro,Rio Pequeno,75,2,3,Casa,2120,2301
Rua Antônio Henriques Cardoso,Vila Bruna,175,3,3,Casa,3740,4069
Rua Alexandre Leví,Cambuci,51,2,1,Apartamento,2200,2784
Rua Manoel Dutra,Bela Vista,58,1,0,Apartamento,2000,2689
Rua Doutor Artur Rudge Ramos,Vila Caminho do Mar,98,2,1,Casa,1700,1841
Rua Tanque Velho,Vila Nivi,60,2,0,Casa,1350,1472
Rua Padre Luiz da Grã,Saúde,22,1,0,Casa,920,993
Rua Mussa Kuraien,Parque Mandaqui,92,3,1,Apartamento,2000,2293
Avenida dos Parques,Tamboré,97,1,2,Apartamento,5700,7100
Rua Willis Roberto Banks,Parque Maria Domitila,53,2,1,Apartamento,1400,2153
Avenida Thomas Edison,Barra Funda,69,2,1,Apartamento,3940,4705
Rua Brigadeiro Tobias,Centro,30,1,2,Studio e kitnet,1450,1982
Rua Haroldo Pacheco E Silva,Vila Ipojuca,69,2,1,Apartamento,2000,3176
Rua Izabel Velho,Freguesia do Ó,56,2,1,Apartamento,1900,2636
Rua Américo Garibaldi,Vila Arruda,60,2,0,Casa,1250,1423
Rua Santa Carolina,Vila São Pedro,50,2,1,Apartamento,2150,2403
"Est. Velha da Penha, 88 - Tatuapé, São Paulo - Sp, 03090-020, Brasil - Cond. Residencial Aldeia dos Pássaros",Tatuapé,68,2,3,Apartamento,2483,3311
Alameda Joaquim Eugênio de Lima,Jardim Paulista,50,1,0,Apartamento,2900,3882
Travessa Angelina Fernandes,Penha de França,140,2,1,Casa,2500,2668
Rua da União,Vila Mariana,30,1,0,Apartamento,1980,2078
Rua Jaguarete,Casa Verde,50,2,1,Apartamento,3264,3977
Rua Belchior de Azevedo,Vila Leopoldina,49,2,1,Apartamento,2700,3489
Rua Álvaro Rodrigues,Vila Cordeiro,160,3,2,Apartamento,6500,9649
Avenida Moema,Planalto Paulista,100,3,2,Apartamento,7300,8847
Avenida Jurema,Moema,50,1,1,Apartamento,3698,4679
Avenida José Lopes Lázaro,Presidente Altino,60,2,1,Casa,3000,3935
Rua Tiangua,Vila Mascote,110,3,2,Apartamento,5440,7318
Rua da Consolação,Cerqueira César,30,1,1,Studio e kitnet,2500,3455
Rua Martiniano de Carvalho,Bela Vista,93,2,1,Apartamento,3397,4648
Avenida Raimundo Pereira de Magalhães,Jardim Íris,46,2,1,Apartamento,1700,2055
Rua Pires da Mota,Aclimação,72,2,0,Casa,2400,2502
Rua Lisboa,Pinheiros,105,3,1,Apartamento,12000,13580
Praça Ministro Costa Manso,Liberdade,29,1,0,Studio e kitnet,1070,1445
Rua Artur Bernardes,Vila Invernada,120,2,2,Casa,2300,2578
Rua da Consolação,Consolação,34,1,0,Studio e kitnet,2350,2911
Rua da Consolação,República,27,1,0,Apartamento,2250,2901
Rua Pascal,Campo Belo,38,1,1,Studio e kitnet,3000,3891
Rua Hemisfério,Chácara Belenzinho,55,2,1,Casa em condomínio,1800,2064
Avenida Giovanni Gronchi,Vila Andrade,55,2,2,Apartamento,2800,3666
Rua Doutor Sérgio Meira,Barra Funda,65,2,1,Apartamento,2760,3774
"Rua Topázio, 701 - Vila Mariana, São Paulo - Sp, Brasil",Vila Mariana,33,1,1,Studio e kitnet,3000,3868
Rua Sebastião Andrade Bonani,Jardim Prudência,69,2,1,Casa,2000,2244
Rua Amazonas,Centro,62,2,3,Apartamento,3200,3958
Rua Tristão de Oliveira,Vila Gumercindo,60,2,0,Casa,1555,1726
Rua Jaroslav Hajek,Jardim Moreira,100,2,0,Apartamento,1600,1662
Rua Itapeva,Bela Vista,60,2,1,Apartamento,2800,3909
Largo do Arouche,República ,30,1,0,Studio e kitnet,3500,4217
Rua Desembargador Aragão,Vila Mariana,22,1,0,Apartamento,2800,3293
Rua Pensilvânia,Cidade Monções,176,3,3,Apartamento,15000,17780
Rua Jovina Maria de Jesus,Jardim das Acácias,209,4,2,Casa,6950,7722
Rua Diogo de Oliveira Neves,Terceira Divisão de Interlagos,250,3,1,Casa,1850,2058
Rua Maria Cândida,Vila Guilherme,100,3,2,Casa,2887,3009
Rua Adolfo Gordo,Campos Elíseos,28,1,1,Apartamento,1800,2311
Avenida Ipiranga,República,33,1,0,Studio e kitnet,1800,2519
Praça Dirceu de Lima,Casa Verde,80,2,0,Casa,2700,3129
Rua Maria Zélia,Piqueri,30,1,1,Casa,1550,1624
Rua Nicolau Barreto,Vila Cordeiro,50,1,1,Apartamento,5400,6258
Alameda Itu,Jardim Paulista,115,3,2,Apartamento,15000,18860
Avenida Ômega,Empresarial 18 do Forte,83,3,2,Apartamento,5300,6592
Rua Florânia,Vila Nair,40,1,0,Casa,1200,1427
Rua Santo Antônio,Bela Vista,49,1,1,Studio e kitnet,3100,4137
Rua Guaratuba,Vila Guarani (z Sul),44,2,1,Apartamento,1700,2400
Rua Friedrich Von Voith,Jardim Sao Joao (jaragua),50,2,0,Apartamento,2220,2506
Avenida Deputado Emílio Carlos,Limão,87,3,1,Apartamento,2200,3144
Rua Afonso de Freitas,Paraíso,100,3,1,Apartamento,12000,13970
Avenida Cupecê,Cidade Ademar,54,2,1,Apartamento,1955,2831
Rua Cavour,Vila Prudente,31,1,0,Apartamento,1450,1661
Rua Epitácio Pessoa,República,37,1,0,Apartamento,1500,1934
Rua Augusta,Consolação,86,2,0,Apartamento,4400,5169
Rua Almirante Ari Parreiras,Jardim Vergueiro,40,1,0,Casa,759,859
Rua Ibitirama,Vila Prudente,27,1,1,Studio e kitnet,2100,2681
Rua Caramuru,Parque Monte Alegre,293,5,5,Casa em condomínio,8500,9993
Avenida Miruna,Indianópolis,30,1,0,Apartamento,2610,3609
Rua Santa Madalena,Liberdade,64,1,0,Apartamento,1780,2658
Rua Itanhaém,Vila Prudente,96,2,1,Casa,2210,2357
Rua Acaraú,Bela Vista,33,1,0,Apartamento,2150,2681
Rua Mateus Grou,Pinheiros,76,2,0,Apartamento,3300,3976
Rua Marcus Pereira,Vila Suzana,102,3,2,Apartamento,2800,4420
Rua Nelson Gama de Oliveira,Vila Andrade,67,2,1,Apartamento,2600,3638
Rua Rubens Sverner,Chácara Santo Antônio (zona Sul),38,1,0,Studio e kitnet,2350,2457
Rua Comendador Yamamoto,Jardim Trussardi,35,1,1,Casa,1500,1671
Avenida Mascote,Vila Mascote,162,1,2,Apartamento,5000,6827
Avenida Vila Ema,Vila Ema,43,2,0,Apartamento,1400,1948
Rua Bento Freitas,República,24,1,0,Studio e kitnet,2800,3458
Rua Conceição Marcondes Silva,Vila Congonhas,193,4,4,Apartamento,12500,17930
Rua Realengo,Alto de Pinheiros,272,4,3,Apartamento,14000,18240
Alameda Itu,Cerqueira César,105,3,1,Apartamento,10840,12640
Rua Manuel Leiroz,Vila Penteado,45,2,0,Apartamento,1360,1863
Avenida Raimundo Pereira de Magalhães,Jardim Marilu,62,2,1,Apartamento,1600,2112
Rua Tabatinguera,Sé,25,1,0,Studio e kitnet,1870,2445
Rua Doutora Neyde Apparecida Sollitto,Vila Clementino,30,1,0,Studio e kitnet,1350,1402
Avenida João Pessoa,Lauzane Paulista,74,2,1,Apartamento,1500,2258
Rua Marie Nader Calfat,Jardim Ampliação,44,2,1,Apartamento,1670,2398
Rua Tapendi,Vila Catupia,120,3,2,Casa,3490,3649
Avenida Nove de Julho,Bela Vista,77,2,0,Apartamento,2150,2793
Rua Xingu,Vila Valparaíso,60,3,1,Apartamento,1700,2291
Alameda dos Araés,Planalto Paulista,120,3,1,Casa,3600,4012
Rua das Rosas,Parque Assunção,275,3,4,Casa,6800,7466
Rua Glicério,Liberdade,49,2,1,Apartamento,2400,2997
Avenida São Luís,Centro Histórico de São Paulo,310,3,1,Apartamento,4600,7578
Rua Ourânia,Vila Madalena,72,2,1,Apartamento,4300,5200
Avenida Ômega,Empresarial 18 do Forte,51,1,1,Apartamento,3250,3816
Rua José Pereira de Castro,Vila Hermínia,210,3,4,Casa,4000,4342
Rua Heitor Ariente,Jardim das Vertentes,400,4,5,Casa,11000,12050
Avenida Aratãs,Indianópolis,72,2,1,Apartamento,4500,5555
Rua Paschoalina Belloti,Jardim City,38,2,1,Apartamento,1580,1893
Rua Gregório Ferro,Jardim Raposo Tavares,50,1,2,Casa,1060,1108
Rua Dom Vilares,Vila das Merces,50,1,0,Casa,1125,1298
Rua Itza,Jardim Modelo,50,2,1,Apartamento,1750,2178
Rua Vitória,Santa Efigênia,78,1,0,Apartamento,1100,1579
Rua Kansas,Brooklin Paulista,66,2,1,Apartamento,6500,7980
Avenida Condessa Elizabeth de Robiano,Jardim America da Penha,54,2,1,Apartamento,2100,2757
Rua Bicudo Cortês,Vila Anglo Brasileira,102,2,2,Casa,3060,3315
Rua Visconde de Parnaíba,Jardim Brasília (zona Norte),38,2,0,Apartamento,1970,2496
Rua Foz do Jutaí,Vila Água Funda,64,1,1,Casa,1600,1668
Rua Claudino José Branco,Jardim Maraba,20,1,0,Studio e kitnet,630,654
Avenida Mendonça Drumond,Jardim Maringá,80,2,1,Casa,1850,1928
Rua Cipriano Barata,Ipiranga,50,1,0,Apartamento,1920,2278
Rua Anália Franco,Vila Regente Feijó,70,2,2,Apartamento,5500,6354
Rua Marília de Dirceu,Jardim Aeroporto,200,2,1,Casa,8000,8398
Rua Maracanã,Vila Ipojuca,25,1,0,Studio e kitnet,1600,1762
Rua Brasil,Rudge Ramos,136,3,2,Apartamento,3200,4833
Rua Paulo Martinez,Jardim Seckler,27,1,0,Apartamento,885,925
Rua Charles Darwin,Vila Santa Catarina,56,2,1,Apartamento,1470,2202
Rua Casa do Ator,Vila Olímpia,36,1,1,Studio e kitnet,3696,4955
Alameda Riberio da Silva,Campos Elíseos,35,1,0,Studio e kitnet,1550,1978
Rua Teresa,Quarta Parada,70,2,0,Casa,1380,1438
Rua Mercedes Lopes,Vila Santana,54,2,1,Apartamento,1800,2619
Estrada Velha da Penha,Tatuapé,60,2,1,Apartamento,2500,3138
Avenida Regente Feijó,Vila Regente Feijó,24,1,0,Studio e kitnet,1350,1402
Rua Doutor Mário Vicente,Vila Dom Pedro I,35,1,0,Casa,2000,2037
Rua da Mooca,Mooca,152,3,2,Apartamento,7500,9808
Rua Branca Raposo,Jardim Carlu,85,2,1,Casa,2000,2169
Rua Maria Otília,Vila Regente Feijó,42,1,1,Studio e kitnet,3360,4283
Rua Ministro Godói,Perdizes,22,1,0,Studio e kitnet,2500,3050
Rua Doutor Washington Pedro Lanzzelotti,Novo Osasco,59,1,0,Casa,1200,1251
Rua John Speers,Jardim Helian,40,2,0,Apartamento,3000,3266
Rua Ribeirão Branco,Vila Bertioga,29,1,0,Apartamento,2430,2661
Rua Nossa Senhora Acheropita,Vila Santa Clara,42,1,1,Casa,1600,1715
Rua Pascal,Campo Belo,61,2,1,Apartamento,4200,5427
Avenida Professor Luiz Ignácio Anhaia Mello,Vila Graciosa,34,1,0,Studio e kitnet,1200,1547
Rua Santo Elias,Parque São Jorge,42,1,1,Apartamento,1700,2555
Rua Flórida,Cidade Monções,98,2,2,Apartamento,7650,10330
Rua Clélia,Lapa,100,3,1,Apartamento,2652,3914
Avenida Nove de Julho,Bela Vista,43,1,0,Apartamento,1300,1756
Rua Alessandro Alberti,Jardim Celeste,52,2,1,Apartamento,1300,1905
Rua Manuel Ribas,Vila Campanela,25,1,0,Studio e kitnet,1000,1288
Rua Paim,Bela Vista,34,1,1,Apartamento,3400,3881
Rua Afonso Pena,Bom Retiro,40,2,0,Apartamento,3400,3794
Rua Obadia,Novo Osasco,200,2,1,Casa,1500,1730
Rua Francisca Miquelina,Bela Vista,19,1,0,Studio e kitnet,1870,2379
Rua Vasconcelos Drumond,Vila Monumento,86,2,1,Apartamento,2500,3657
Rua Sargento Jeter Augusto Pereira,Parque Novo Mundo,20,1,0,Casa,720,792
Rua Afonso de Freitas,Paraíso,200,4,3,Apartamento,7500,12370
Avenida Senador Casemiro da Rocha,Mirandópolis,138,3,2,Apartamento,8000,10610
Rua Leite Penteado,Vila Medeiros,50,2,0,Apartamento,1350,1395
Rua Custódio de Oliveira,Vila Suzana,75,3,2,Apartamento,2750,4176
Avenida Ipiranga,Santa Cecilia,29,1,0,Studio e kitnet,1007,1306
Rua Estilo Barroco,Santo Amaro,84,2,1,Apartamento,3540,4706
Rua Judith Passald Esteves,Vila Sonia,55,3,1,Apartamento,2100,3190
Rua Professor Vasconcelos Sarmento,Vila Ré,46,1,1,Apartamento,1950,2165
Avenida Vereador José Diniz,Santo Amaro,47,1,1,Apartamento,2799,3526
Rua Doutor Eduardo de Souza Aranha,Vila Nova Conceição,100,3,1,Apartamento,4999,6642
Rua Henrique Neri Ramos,Saúde,60,1,1,Casa,900,968
Rua Ernesto Capelari,Parque Santos Dumont,58,2,2,Apartamento,1750,2685
Rua Marie Nader Calfat,Jardim Ampliacao,48,2,1,Apartamento,2100,2801
Rua Rêgo Freitas,República,28,1,0,Apartamento,2500,2960
Rua João de Godói Moreira,Socorro,56,1,0,Casa,1650,1720
Rua Afonso Bandeira de Melo,Campo Belo,30,1,0,Studio e kitnet,1350,1461
Rua Eunice Weaver,Jardim Anália Franco,175,3,3,Casa,5070,5633
Rua Professor Demóstenes B. Figueira Marques,Cambuci,59,2,1,Apartamento,1831,2247
Rua Bonnard,Alphaville Empresarial,47,1,1,Apartamento,4500,5147
Avenida Abílio Pereira de Almeida,Vila São Domingos,60,1,0,Casa,940,980
Rua José Gonçalves,Vila Andrade,104,3,2,Apartamento,7900,9472
Rua Mucajaí,Indianópolis,80,2,0,Casa,3200,3458
Rua Jacaiobi,Vila Prudente,150,2,2,Casa,2440,2773
Rua Antônio Morais Barros,Vila Zilda,87,2,2,Apartamento,5000,6093
Rua Padre Carvalho,Pinheiros,40,1,1,Apartamento,4300,5557
Avenida Doutor Guilherme Dumont Vilares,Jardim Londrina,155,3,3,Apartamento,3100,5530
Avenida Sapopemba,Vila Regente Feijó,98,3,1,Apartamento,3150,4208
Rua Turiassu,Perdizes,40,2,1,Apartamento,2300,3738
Avenida Interlagos,Interlagos,70,3,1,Apartamento,1700,2766
Rua Teixeira de Abreu,Jardim Itapeva,230,4,2,Casa,10000,11030
Rua Francisco Leitão,Parque Monte Alegre,430,5,6,Casa em condomínio,14110,15780
Rua José Flávio,Penha de França,81,3,2,Apartamento,2800,3892
Rua Capote Valente,Pinheiros,32,1,0,Studio e kitnet,3850,4661
Rua Doutor Teodoro Baima,República,44,1,0,Apartamento,1100,1574
Rua Doutor James Ferraz Alvim,Vila Suzana,200,3,2,Apartamento,5812,8911
Rua Major Freire,Vila Monte Alegre,48,1,0,Apartamento,2125,2652
Rua Joaquim Oliveira Freitas,Vila Mangalot,51,2,1,Apartamento,920,1572
Rua Dante Alighieri,Jardim Nossa Senhora Aparecida,65,1,1,Casa em condomínio,1770,1842
Rua Carlos Bigatti,Jardim Castelo,50,2,1,Apartamento,1400,1854
Rua Paulo de Avelar,Vila Dom Pedro Ii,232,3,4,Casa,6000,6664
Rua Beta,Jardim Santa Cruz (sacomã),220,4,4,Casa,3100,3386
Av Dr Bernardino B F Carvalho,Vila Talarico,73,3,1,Apartamento,2000,2600
Rua Manoel Cruz,Vila Ernesto,40,1,0,Studio e kitnet,2399,2677
Avenida Engenheiro Heitor Antônio Eiras Garcia,Rio Pequeno,70,3,1,Apartamento,1400,2155
Rua Humberto I,Vila Mariana,30,1,0,Studio e kitnet,4850,5587
Rua Eugênio de Freitas,Vila Guilherme,61,2,1,Apartamento,2800,3533
Rua da Consolação,Consolação,42,1,2,Apartamento,6000,7082
Rua Ampére,Jardim Tabatinga,179,3,4,Casa,3500,3758
Rua Elizabeth Barbegian Baldinato,Vila Suzana,76,3,2,Apartamento,3200,4189
Rua José Antônio Coelho,Vila Mariana,41,1,1,Apartamento,3300,3794
Rua Luís César Pannain,Lapa,384,3,5,Casa,15000,17140
Rua Padre Lebret,Jardim Leonor,94,1,2,Apartamento,3800,5384
Rua Eugênio de Medeiros,Pinheiros,39,1,1,Apartamento,3760,4551
Avenida Onze de Junho,Vila Clementino,42,1,0,Apartamento,2950,3422
Rua Tupi,Vila Valparaiso,60,2,1,Apartamento,1600,2122
Rua Brigadeiro Galvão,Barra Funda,37,1,1,Apartamento,3100,3835
Rua Ângelo David Thomé,Rudge Ramos,150,3,1,Apartamento,2650,3156
Alameda Itu,Cerqueira César,100,1,1,Apartamento,3500,4677
Rua Santa Marcela,Jardim Roberto,55,2,1,Apartamento,2000,2192
Rua Vitoantonio Del Vecchio,Parque da Mooca,385,4,5,Casa,8500,9503
Rua Padre João Manuel,Cerqueira César,136,3,1,Apartamento,9000,11650
Rua Carapocaia,Vila Isolina Mazzei,60,2,0,Casa,1610,1678
Avenida Álvaro Ramos,Água Rasa,28,1,0,Studio e kitnet,1000,1169
Rua Genebra,Bela Vista,35,1,1,Studio e kitnet,1200,1782
Rua Palestra Itália,Perdizes,49,1,0,Apartamento,5385,5931
Praça Alberto Lion,Cambuci,34,2,0,Apartamento,1443,1829
Rua José Buono,Jaçanã,150,3,2,Casa,3010,3137
Rua Baronesa Itu,Santa Cecília,36,1,0,Studio e kitnet,3200,3858
Rua Doutor Tomás Carvalhal,Paraíso,55,1,0,Apartamento,3800,5467
Avenida Miguel Frias E Vasconcelos,Jaguaré,80,2,0,Apartamento,3200,4187
"R. Santo Amaro - Bela Vista, São Paulo - Sp, Brasil",Bela Vista,116,2,1,Apartamento,3480,4125
Rua Francisco Carlos de Souza,Sítio Morro Grande,143,3,4,Casa,3200,3455
Rua Cônego José Norberto,Jardim da Saúde,46,1,0,Casa,900,983
Rua Almirante Noronha,Jardim São Paulo,80,2,1,Apartamento,2060,2600
Rua Pasquale Gallupi,Morumbi,59,3,1,Apartamento,1300,1900
Rua da Mooca,Mooca,57,2,0,Apartamento,2100,2697
Praça Marechal Deodoro,Santa Cecília,77,2,0,Apartamento,1683,2448
Rua Humberto I,Vila Mariana,22,1,0,Apartamento,2800,3259
Praça Doutor Pereira do Rego,Cidade Patriarca,30,1,0,Casa,630,679
Rua Professor Doutor José Marques da Cruz,Jardim das Acacias,27,1,0,Studio e kitnet,3320,4153
Rua Santo Antônio,Bela Vista,38,1,1,Apartamento,3530,4290
Avenida Rotary,Vila das Bandeiras,36,2,1,Apartamento,1700,2074
Rua Professor Alexandre Correia,Jardim Vitória Régia,350,4,4,Apartamento,11250,17480
Rua Corgie Assad Abdalla,Vila Sônia,107,3,2,Apartamento,6375,8865
Avenida do Oratório,Jardim Angela (zona Leste),46,2,1,Apartamento,1650,2071
Rua Itamonte,Vila Medeiros,60,1,0,Casa,950,1199
Rua Ribeiro de Lima,Bom Retiro,114,2,0,Apartamento,2500,3388
Rua Doutor Eduardo de Magalhães Gouveia,Jardim Luísa,16,1,0,Casa,800,834
Rua Planeta,Chácara Belenzinho,40,1,0,Casa,959,1093
Avenida Alberto Augusto Alves,Vila Andrade,39,1,1,Apartamento,2500,3052
Rua João Ventura Batista,Vila Guilherme,42,2,0,Apartamento,1800,2319
Avenida Itacira,Planalto Paulista,260,4,5,Casa,10500,11710
